mapping,family,set_token,size,hits
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_91963c7ed3,25,3
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_cafeb96a19,20,3
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_4138901fbd,40,2
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_2a8a0c2c46,29,3
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_92fd5187ca,21,3
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_ebe56592ba,25,3
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_f6749acc3e,28,1
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_02ce992066,26,3
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_6c6f6fe984,27,2
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_3ad12c9721,39,6
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_c73206817a,27,5
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_7611dca40a,24,4
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_306c9f6cd5,21,3
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_dcac348055,23,2
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_8dc114a9ed,29,8
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_6ff8c01e5e,30,7
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_d8299a4fe5,37,7
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_4155aad91f,29,5
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_d997a612d8,34,1
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_1d6e8ac05b,33,8
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_a68d7485f6,30,6
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_5bbb159ce1,27,9
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_20f50bea95,30,4
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_3944272443,33,9
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_4c4dde4cee,31,4
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_26e5cf99ef,28,3
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_af90147001,23,2
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_3b7769be62,31,5
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_a008ea69fd,24,1
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_aa627ee9ea,35,9
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_f4b9260b4b,20,2
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_6df9eeb96b,20,5
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_e3cebc5231,22,5
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_f31d7f72d0,25,1
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_5a2792f9ed,27,1
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_187a2777ed,21,3
A2 SMPDB x MW-single-broadest-study :: size_20to40,smpdb,set_60b84238d1,24,5
A2 SMPDB x MW-single-broadest-study :: size_gt40,smpdb,set_2ea504427c,55,11
A2 SMPDB x MW-single-broadest-study :: size_gt40,smpdb,set_2269f3f803,66,22
A2 SMPDB x MW-single-broadest-study :: size_gt40,smpdb,set_fe4be9692e,41,3
A2 SMPDB x MW-single-broadest-study :: size_gt40,smpdb,set_17971c5e65,51,17
A2 SMPDB x MW-single-broadest-study :: size_gt40,smpdb,set_0c94cdb580,47,4
A2 SMPDB x MW-single-broadest-study :: size_gt40,smpdb,set_144dc4b8a3,59,8
A2 SMPDB x MW-single-broadest-study :: size_gt40,smpdb,set_36e1adacc2,43,10
A2 SMPDB x MW-single-broadest-study :: size_gt40,smpdb,set_b2e59f9fd9,64,15
A2 SMPDB x MW-single-broadest-study :: size_gt40,smpdb,set_b8bafd02ba,42,6
A2 SMPDB x MW-single-broadest-study :: size_gt40,smpdb,set_97bf5c8dbb,58,13
A2 SMPDB x MW-single-broadest-study :: size_gt40,smpdb,set_a84483e0f0,73,13
A2 SMPDB x MW-single-broadest-study :: size_gt40,smpdb,set_923880e871,43,2
A2 SMPDB x MW-single-broadest-study :: size_gt40,smpdb,set_15ceb8b840,44,5
A2 SMPDB x MW-single-broadest-study :: size_gt40,smpdb,set_e0c210b392,61,19
A2 SMPDB x MW-single-broadest-study :: size_gt40,smpdb,set_e6f8cfb763,49,7
A2 SMPDB x MW-single-broadest-study :: size_gt40,smpdb,set_29ebf3f3da,67,13
A2 SMPDB x MW-single-broadest-study :: size_gt40,smpdb,set_5f262e7d07,42,5
A2 SMPDB x MW-single-broadest-study :: size_gt40,smpdb,set_2449669e02,57,12
A3 SMPDB x MW-single-median-study,smpdb,set_2ea504427c,55,0
A3 SMPDB x MW-single-median-study,smpdb,set_6cedf5e797,21,0
A3 SMPDB x MW-single-median-study,smpdb,set_2269f3f803,66,0
A3 SMPDB x MW-single-median-study,smpdb,set_88b55fb0f6,34,0
A3 SMPDB x MW-single-median-study,smpdb,set_62f7838c4b,27,0
A3 SMPDB x MW-single-median-study,smpdb,set_8f14919c57,30,0
A3 SMPDB x MW-single-median-study,smpdb,set_6a07e89aca,17,0
A3 SMPDB x MW-single-median-study,smpdb,set_ee5450b2bd,29,0
A3 SMPDB x MW-single-median-study,smpdb,set_1e739fc094,18,0
A3 SMPDB x MW-single-median-study,smpdb,set_dc3ecf91c4,26,0
A3 SMPDB x MW-single-median-study,smpdb,set_91963c7ed3,25,0
A3 SMPDB x MW-single-median-study,smpdb,set_fe4be9692e,41,0
A3 SMPDB x MW-single-median-study,smpdb,set_cafeb96a19,20,0
A3 SMPDB x MW-single-median-study,smpdb,set_ad39336678,18,4
A3 SMPDB x MW-single-median-study,smpdb,set_17971c5e65,51,0
A3 SMPDB x MW-single-median-study,smpdb,set_cebba23029,12,0
A3 SMPDB x MW-single-median-study,smpdb,set_0c94cdb580,47,2
A3 SMPDB x MW-single-median-study,smpdb,set_4138901fbd,40,0
A3 SMPDB x MW-single-median-study,smpdb,set_2a8a0c2c46,29,0
A3 SMPDB x MW-single-median-study,smpdb,set_92fd5187ca,21,0
A3 SMPDB x MW-single-median-study,smpdb,set_ebe56592ba,25,0
A3 SMPDB x MW-single-median-study,smpdb,set_f6749acc3e,28,0
A3 SMPDB x MW-single-median-study,smpdb,set_02ce992066,26,0
A3 SMPDB x MW-single-median-study,smpdb,set_6c6f6fe984,27,0
A3 SMPDB x MW-single-median-study,smpdb,set_144dc4b8a3,59,0
A3 SMPDB x MW-single-median-study,smpdb,set_36e1adacc2,43,0
A3 SMPDB x MW-single-median-study,smpdb,set_3ad12c9721,39,9
A3 SMPDB x MW-single-median-study,smpdb,set_b2e59f9fd9,64,3
A3 SMPDB x MW-single-median-study,smpdb,set_12e6179242,11,0
A3 SMPDB x MW-single-median-study,smpdb,set_c73206817a,27,0
A3 SMPDB x MW-single-median-study,smpdb,set_7611dca40a,24,1
A3 SMPDB x MW-single-median-study,smpdb,set_306c9f6cd5,21,0
A3 SMPDB x MW-single-median-study,smpdb,set_dcac348055,23,0
A3 SMPDB x MW-single-median-study,smpdb,set_8dc114a9ed,29,0
A3 SMPDB x MW-single-median-study,smpdb,set_b8bafd02ba,42,0
A3 SMPDB x MW-single-median-study,smpdb,set_6ff8c01e5e,30,0
A3 SMPDB x MW-single-median-study,smpdb,set_97bf5c8dbb,58,0
A3 SMPDB x MW-single-median-study,smpdb,set_d8299a4fe5,37,0
A3 SMPDB x MW-single-median-study,smpdb,set_a84483e0f0,73,0
A3 SMPDB x MW-single-median-study,smpdb,set_923880e871,43,1
A3 SMPDB x MW-single-median-study,smpdb,set_d968f73897,14,0
A3 SMPDB x MW-single-median-study,smpdb,set_4155aad91f,29,0
A3 SMPDB x MW-single-median-study,smpdb,set_d997a612d8,34,1
A3 SMPDB x MW-single-median-study,smpdb,set_d786d26975,17,0
A3 SMPDB x MW-single-median-study,smpdb,set_1d6e8ac05b,33,1
A3 SMPDB x MW-single-median-study,smpdb,set_a68d7485f6,30,0
A3 SMPDB x MW-single-median-study,smpdb,set_5bbb159ce1,27,0
A3 SMPDB x MW-single-median-study,smpdb,set_15ceb8b840,44,0
A3 SMPDB x MW-single-median-study,smpdb,set_e0c210b392,61,0
A3 SMPDB x MW-single-median-study,smpdb,set_20f50bea95,30,0
A3 SMPDB x MW-single-median-study,smpdb,set_0aff08fe79,19,0
A3 SMPDB x MW-single-median-study,smpdb,set_007eaa1a85,7,0
A3 SMPDB x MW-single-median-study,smpdb,set_3944272443,33,0
A3 SMPDB x MW-single-median-study,smpdb,set_4c4dde4cee,31,0
A3 SMPDB x MW-single-median-study,smpdb,set_e8b09d796f,19,0
A3 SMPDB x MW-single-median-study,smpdb,set_fb49fea8a3,13,0
A3 SMPDB x MW-single-median-study,smpdb,set_e6f8cfb763,49,0
A3 SMPDB x MW-single-median-study,smpdb,set_928b2c583e,19,0
A3 SMPDB x MW-single-median-study,smpdb,set_26e5cf99ef,28,0
A3 SMPDB x MW-single-median-study,smpdb,set_29ebf3f3da,67,1
A3 SMPDB x MW-single-median-study,smpdb,set_501cd3859e,9,0
A3 SMPDB x MW-single-median-study,smpdb,set_af90147001,23,0
A3 SMPDB x MW-single-median-study,smpdb,set_49e86234df,10,0
A3 SMPDB x MW-single-median-study,smpdb,set_dda94f81b4,9,0
A3 SMPDB x MW-single-median-study,smpdb,set_32901117b9,11,0
A3 SMPDB x MW-single-median-study,smpdb,set_3b7769be62,31,0
A3 SMPDB x MW-single-median-study,smpdb,set_fd311e4727,10,0
A3 SMPDB x MW-single-median-study,smpdb,set_5f262e7d07,42,1
A3 SMPDB x MW-single-median-study,smpdb,set_e6b18b1d2f,19,1
A3 SMPDB x MW-single-median-study,smpdb,set_f314f1647f,17,0
A3 SMPDB x MW-single-median-study,smpdb,set_966d757772,18,0
A3 SMPDB x MW-single-median-study,smpdb,set_674ec21534,18,0
A3 SMPDB x MW-single-median-study,smpdb,set_a008ea69fd,24,0
A3 SMPDB x MW-single-median-study,smpdb,set_bde45c348a,18,0
A3 SMPDB x MW-single-median-study,smpdb,set_20adf3af55,8,0
A3 SMPDB x MW-single-median-study,smpdb,set_aa627ee9ea,35,1
A3 SMPDB x MW-single-median-study,smpdb,set_77ee06219f,8,0
A3 SMPDB x MW-single-median-study,smpdb,set_62e609c277,9,0
A3 SMPDB x MW-single-median-study,smpdb,set_f4b9260b4b,20,0
A3 SMPDB x MW-single-median-study,smpdb,set_e5b926ced6,19,0
A3 SMPDB x MW-single-median-study,smpdb,set_4d9c07d737,12,0
A3 SMPDB x MW-single-median-study,smpdb,set_6df9eeb96b,20,0
A3 SMPDB x MW-single-median-study,smpdb,set_e3cebc5231,22,0
A3 SMPDB x MW-single-median-study,smpdb,set_e5e97c1720,9,0
A3 SMPDB x MW-single-median-study,smpdb,set_0cc612debf,10,0
A3 SMPDB x MW-single-median-study,smpdb,set_c04495224e,18,1
A3 SMPDB x MW-single-median-study,smpdb,set_4d4c6aa3d4,19,0
A3 SMPDB x MW-single-median-study,smpdb,set_f31d7f72d0,25,0
A3 SMPDB x MW-single-median-study,smpdb,set_5a2792f9ed,27,1
A3 SMPDB x MW-single-median-study,smpdb,set_2449669e02,57,1
A3 SMPDB x MW-single-median-study,smpdb,set_cc3c0c7380,4,0
A3 SMPDB x MW-single-median-study,smpdb,set_04adb3a3ac,13,0
A3 SMPDB x MW-single-median-study,smpdb,set_c0c8e93789,15,0
A3 SMPDB x MW-single-median-study,smpdb,set_72f4cd6e8d,9,0
A3 SMPDB x MW-single-median-study,smpdb,set_15e079b75b,11,0
A3 SMPDB x MW-single-median-study,smpdb,set_056f221c55,12,0
A3 SMPDB x MW-single-median-study,smpdb,set_187a2777ed,21,0
A3 SMPDB x MW-single-median-study,smpdb,set_60b84238d1,24,0
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_6a07e89aca,17,0
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_1e739fc094,18,0
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_ad39336678,18,4
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_cebba23029,12,0
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_12e6179242,11,0
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_d968f73897,14,0
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_d786d26975,17,0
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_0aff08fe79,19,0
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_007eaa1a85,7,0
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_e8b09d796f,19,0
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_fb49fea8a3,13,0
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_928b2c583e,19,0
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_501cd3859e,9,0
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_49e86234df,10,0
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_dda94f81b4,9,0
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_32901117b9,11,0
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_fd311e4727,10,0
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_e6b18b1d2f,19,1
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_f314f1647f,17,0
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_966d757772,18,0
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_674ec21534,18,0
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_bde45c348a,18,0
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_20adf3af55,8,0
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_77ee06219f,8,0
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_62e609c277,9,0
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_e5b926ced6,19,0
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_4d9c07d737,12,0
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_e5e97c1720,9,0
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_0cc612debf,10,0
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_c04495224e,18,1
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_4d4c6aa3d4,19,0
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_cc3c0c7380,4,0
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_04adb3a3ac,13,0
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_c0c8e93789,15,0
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_72f4cd6e8d,9,0
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_15e079b75b,11,0
A3 SMPDB x MW-single-median-study :: size_lt20,smpdb,set_056f221c55,12,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_6cedf5e797,21,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_88b55fb0f6,34,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_62f7838c4b,27,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_8f14919c57,30,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_ee5450b2bd,29,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_dc3ecf91c4,26,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_91963c7ed3,25,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_cafeb96a19,20,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_4138901fbd,40,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_2a8a0c2c46,29,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_92fd5187ca,21,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_ebe56592ba,25,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_f6749acc3e,28,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_02ce992066,26,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_6c6f6fe984,27,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_3ad12c9721,39,9
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_c73206817a,27,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_7611dca40a,24,1
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_306c9f6cd5,21,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_dcac348055,23,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_8dc114a9ed,29,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_6ff8c01e5e,30,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_d8299a4fe5,37,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_4155aad91f,29,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_d997a612d8,34,1
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_1d6e8ac05b,33,1
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_a68d7485f6,30,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_5bbb159ce1,27,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_20f50bea95,30,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_3944272443,33,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_4c4dde4cee,31,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_26e5cf99ef,28,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_af90147001,23,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_3b7769be62,31,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_a008ea69fd,24,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_aa627ee9ea,35,1
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_f4b9260b4b,20,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_6df9eeb96b,20,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_e3cebc5231,22,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_f31d7f72d0,25,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_5a2792f9ed,27,1
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_187a2777ed,21,0
A3 SMPDB x MW-single-median-study :: size_20to40,smpdb,set_60b84238d1,24,0
A3 SMPDB x MW-single-median-study :: size_gt40,smpdb,set_2ea504427c,55,0
A3 SMPDB x MW-single-median-study :: size_gt40,smpdb,set_2269f3f803,66,0
A3 SMPDB x MW-single-median-study :: size_gt40,smpdb,set_fe4be9692e,41,0
A3 SMPDB x MW-single-median-study :: size_gt40,smpdb,set_17971c5e65,51,0
A3 SMPDB x MW-single-median-study :: size_gt40,smpdb,set_0c94cdb580,47,2
A3 SMPDB x MW-single-median-study :: size_gt40,smpdb,set_144dc4b8a3,59,0
A3 SMPDB x MW-single-median-study :: size_gt40,smpdb,set_36e1adacc2,43,0
A3 SMPDB x MW-single-median-study :: size_gt40,smpdb,set_b2e59f9fd9,64,3
A3 SMPDB x MW-single-median-study :: size_gt40,smpdb,set_b8bafd02ba,42,0
A3 SMPDB x MW-single-median-study :: size_gt40,smpdb,set_97bf5c8dbb,58,0
A3 SMPDB x MW-single-median-study :: size_gt40,smpdb,set_a84483e0f0,73,0
A3 SMPDB x MW-single-median-study :: size_gt40,smpdb,set_923880e871,43,1
A3 SMPDB x MW-single-median-study :: size_gt40,smpdb,set_15ceb8b840,44,0
A3 SMPDB x MW-single-median-study :: size_gt40,smpdb,set_e0c210b392,61,0
A3 SMPDB x MW-single-median-study :: size_gt40,smpdb,set_e6f8cfb763,49,0
A3 SMPDB x MW-single-median-study :: size_gt40,smpdb,set_29ebf3f3da,67,1
A3 SMPDB x MW-single-median-study :: size_gt40,smpdb,set_5f262e7d07,42,1
A3 SMPDB x MW-single-median-study :: size_gt40,smpdb,set_2449669e02,57,1
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_2ea504427c,55,29
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_6cedf5e797,21,5
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_2269f3f803,66,15
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_88b55fb0f6,34,17
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_62f7838c4b,27,10
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_8f14919c57,30,18
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_6a07e89aca,17,9
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_ee5450b2bd,29,7
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_1e739fc094,18,4
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_dc3ecf91c4,26,10
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_91963c7ed3,25,15
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_fe4be9692e,41,15
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_cafeb96a19,20,5
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_ad39336678,18,3
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_17971c5e65,51,27
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_cebba23029,12,3
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_0c94cdb580,47,9
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_4138901fbd,40,8
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_2a8a0c2c46,29,11
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_92fd5187ca,21,7
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_ebe56592ba,25,7
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_f6749acc3e,28,8
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_02ce992066,26,9
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_6c6f6fe984,27,13
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_144dc4b8a3,59,21
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_36e1adacc2,43,24
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_3ad12c9721,39,15
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_b2e59f9fd9,64,20
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_12e6179242,11,4
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_c73206817a,27,11
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_7611dca40a,24,14
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_306c9f6cd5,21,13
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_dcac348055,23,3
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_8dc114a9ed,29,15
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_b8bafd02ba,42,21
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_6ff8c01e5e,30,15
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_97bf5c8dbb,58,27
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_d8299a4fe5,37,17
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_a84483e0f0,73,30
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_923880e871,43,9
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_d968f73897,14,7
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_4155aad91f,29,9
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_d997a612d8,34,6
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_d786d26975,17,10
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_1d6e8ac05b,33,18
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_a68d7485f6,30,16
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_5bbb159ce1,27,18
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_15ceb8b840,44,18
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_e0c210b392,61,23
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_20f50bea95,30,15
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_0aff08fe79,19,4
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_007eaa1a85,7,3
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_3944272443,33,19
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_4c4dde4cee,31,6
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_e8b09d796f,19,6
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_fb49fea8a3,13,6
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_e6f8cfb763,49,24
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_928b2c583e,19,8
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_26e5cf99ef,28,6
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_29ebf3f3da,67,6
A4 SMPDB x detected-in->=10pct-of-studies,smpdb,set_501cd3859e,9,5
